Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
3.828,112.454645,1.758558,88.357489,-16.315648,72.041841,1.1256537656,-0.254932,1.3805857656,,,,,0.0010045665,,8.88793636460444E-07,,0.0013677828,
3.829,112.462295,1.759148,88.363499,-16.321658,72.041841,1.1256537656,-0.2550259063,1.3806796719,,,,,0.0009986226,,8.88793636460444E-07,,0.0013677828,
3.83,112.470012,1.759741,88.369563,-16.327722,72.041841,1.1256537656,-0.2551206563,1.3807744219,,,,,0.0009926432,,8.88793636460444E-07,,0.0013677828,
3.831,112.477795,1.760334,88.375679,-16.333837,72.041842,1.1256537813,-0.2552162031,1.3808699844,,,,,0.0009866317,,8.88823097908417E-07,,0.0013677967,
3.832,112.485645,1.760928,88.381846,-16.340005,72.041841,1.1256537656,-0.2553125781,1.3809663438,,,,,0.0009805866,,8.88793636460026E-07,,0.0013677828,
3.833,112.49356,1.761522,88.388065,-16.346224,72.041841,1.1256537656,-0.25540975,1.3810635156,,,,,0.0009745103,,8.88793636460444E-07,,0.0013677828,
3.834,112.50154,1.762118,88.394336,-16.352494,72.041842,1.1256537813,-0.2555077188,1.3811615,,,,,0.0009684033,,8.88823097908417E-07,,0.0013677967,
3.835,112.509585,1.762714,88.400656,-16.358815,72.041841,1.1256537656,-0.2556064844,1.38126025,,,,,0.000962266,,8.88793636460444E-07,,0.0013677828,
3.836,112.517692,1.763311,88.407026,-16.365185,72.041841,1.1256537656,-0.2557060156,1.3813597813,,,,,0.0009561009,,8.88793636460444E-07,,0.0013677828,
3.837,112.525863,1.763908,88.413446,-16.371605,72.041841,1.1256537656,-0.2558063281,1.3814600938,,,,,0.0009499075,,8.88793636460026E-07,,0.0013677828,
3.838,112.534097,1.764505,88.419915,-16.378074,72.041841,1.1256537656,-0.2559074063,1.3815611719,,,,,0.0009436871,,8.88793636460444E-07,,0.0013677828,
3.839,112.542395,1.764869,88.426436,-16.379127,72.047309,1.1257392031,-0.2559238594,1.3816630625,,,,,0.0009426765,,1.05718706582588E-06,,0.001443787,
3.84,112.550759,1.765467,88.433007,-16.385699,72.047308,1.1257391875,-0.2560265469,1.3817657344,,,,,0.0009363815,,1.05715493494432E-06,,0.0014437731,
3.841,112.559184,1.766066,88.439627,-16.392318,72.047309,1.1257392031,-0.2561299688,1.3818691719,,,,,0.0009300627,,1.05718706582588E-06,,0.001443787,
3.842,112.567674,1.76643,88.446298,-16.39352,72.052778,1.1258246563,-0.25614875,1.3819734063,,,,,0.0009289175,,1.24021442929599E-06,,0.001519805,
3.843,112.576229,1.767029,88.453019,-16.400242,72.052777,1.1258246406,-0.2562537813,1.3820784219,,,,,0.0009225262,,1.24017962800378E-06,,0.0015197911,
3.844,112.584843,1.767628,88.459788,-16.40701,72.052778,1.1258246563,-0.2563595313,1.3821841875,,,,,0.0009161135,,1.24021442929599E-06,,0.001519805,
3.845,112.593516,1.768226,88.466602,-16.413825,72.052777,1.1258246406,-0.2564660156,1.3822906563,,,,,0.0009096788,,1.24017962800378E-06,,0.0015197911,
3.846,112.602246,1.768825,88.473462,-16.420685,72.052777,1.1258246406,-0.2565732031,1.3823978438,,,,,0.0009032245,,1.24017962800378E-06,,0.0015197911,
3.847,112.611035,1.769423,88.480367,-16.42759,72.052777,1.1258246406,-0.2566810938,1.3825057344,,,,,0.0008967512,,1.24017962800428E-06,,0.0015197911,
3.848,112.61988,1.77002,88.487317,-16.43454,72.052777,1.1258246406,-0.2567896875,1.3826143281,,,,,0.0008902591,,1.24017962800428E-06,,0.0015197911,
3.849,112.628782,1.770617,88.494311,-16.441534,72.052777,1.1258246406,-0.2568989688,1.3827236094,,,,,0.0008837497,,1.24017962800378E-06,,0.0015197911,
3.85,112.63774,1.771213,88.50135,-16.448573,72.052777,1.1258246406,-0.2570089531,1.3828335938,,,,,0.0008772226,,1.24017962800428E-06,,0.0015197911,
3.851,112.64676,1.771574,88.508437,-16.450189,72.058248,1.125910125,-0.2570342031,1.3829443281,,,,,0.0008757276,,1.43788373810025E-06,,0.001595837,
3.852,112.655841,1.77217,88.515572,-16.457324,72.058248,1.125910125,-0.2571456875,1.3830558125,,,,,0.0008691417,,1.43788373810079E-06,,0.001595837,
3.853,112.664977,1.772764,88.522751,-16.464503,72.058248,1.125910125,-0.2572578594,1.3831679844,,,,,0.0008625404,,1.43788373810025E-06,,0.001595837,
3.854,112.674168,1.773358,88.529972,-16.471724,72.058248,1.125910125,-0.2573706875,1.3832808125,,,,,0.0008559258,,1.43788373810079E-06,,0.001595837,
3.855,112.683412,1.77395,88.537235,-16.478987,72.058248,1.125910125,-0.2574841719,1.3833942969,,,,,0.0008492985,,1.43788373810025E-06,,0.001595837,
3.856,112.69271,1.774542,88.54454,-16.486292,72.058248,1.125910125,-0.2575983125,1.3835084375,,,,,0.0008426587,,1.43788373810025E-06,,0.001595837,
3.857,112.70206,1.775132,88.551887,-16.493639,72.058248,1.125910125,-0.2577131094,1.3836232344,,,,,0.0008360071,,1.43788373810025E-06,,0.001595837,
3.858,112.711463,1.775721,88.559276,-16.501028,72.058248,1.125910125,-0.2578285625,1.3837386875,,,,,0.0008293441,,1.43788373810025E-06,,0.001595837,
3.859,112.720919,1.776309,88.566705,-16.508457,72.058248,1.125910125,-0.2579446406,1.3838547656,,,,,0.0008226719,,1.43788373810025E-06,,0.001595837,
3.86,112.730426,1.776895,88.574175,-16.515927,72.058248,1.125910125,-0.2580613594,1.3839714844,,,,,0.00081599,,1.43788373810025E-06,,0.001595837,
3.861,112.739988,1.777714,88.581688,-16.528905,72.052783,1.1258247344,-0.2582641406,1.384088875,,,,,0.000804446,,1.24038844307924E-06,,0.0015198745,
3.862,112.749603,1.778298,88.589242,-16.53646,72.052782,1.1258247188,-0.2583821875,1.3842069063,,,,,0.0007977636,,1.24035363934613E-06,,0.0015198606,
3.863,112.759269,1.77888,88.596837,-16.544055,72.052782,1.1258247188,-0.2585008594,1.3843255781,,,,,0.000791074,,1.24035363934563E-06,,0.0015198606,
3.864,112.768986,1.77946,88.604472,-16.551689,72.052783,1.1258247344,-0.2586201406,1.384444875,,,,,0.0007843784,,1.24038844307924E-06,,0.0015198745,
3.865,112.778752,1.780039,88.612146,-16.559363,72.052783,1.1258247344,-0.2587400469,1.3845647813,,,,,0.0007776764,,1.24038844307875E-06,,0.0015198745,
3.866,112.788569,1.780616,88.619858,-16.567076,72.052782,1.1258247188,-0.2588605625,1.3846852813,,,,,0.0007709694,,1.24035363934563E-06,,0.0015198606,
3.867,112.798434,1.781191,88.62761,-16.574828,72.052782,1.1258247188,-0.2589816875,1.3848064063,,,,,0.0007642576,,1.24035363934613E-06,,0.0015198606,
3.868,112.808349,1.781764,88.6354,-16.582618,72.052782,1.1258247188,-0.2591034063,1.384928125,,,,,0.0007575426,,1.24035363934613E-06,,0.0015198606,
3.869,112.818312,1.782336,88.643229,-16.590446,72.052783,1.1258247344,-0.2592257188,1.3850504531,,,,,0.0007508246,,1.24038844307924E-06,,0.0015198745,
3.87,112.828324,1.782905,88.651095,-16.598313,72.052782,1.1258247188,-0.2593486406,1.3851733594,,,,,0.0007441033,,1.24035363934563E-06,,0.0015198606,
3.871,112.838384,1.783472,88.658999,-16.606217,72.052782,1.1258247188,-0.2594721406,1.3852968594,,,,,0.0007373808,,1.24035363934563E-06,,0.0015198606,
3.872,112.848492,1.784037,88.666941,-16.614159,72.052782,1.1258247188,-0.2595962344,1.3854209531,,,,,0.0007306567,,1.24035363934563E-06,,0.0015198606,
3.873,112.858648,1.784599,88.674921,-16.622139,72.052782,1.1258247188,-0.2597209219,1.3855456406,,,,,0.0007239315,,1.24035363934563E-06,,0.0015198606,
3.874,112.868851,1.78516,88.682937,-16.630155,72.052782,1.1258247188,-0.2598461719,1.3856708906,,,,,0.0007172073,,1.24035363934563E-06,,0.0015198606,
3.875,112.8791,1.785718,88.690991,-16.638209,72.052782,1.1258247188,-0.2599720156,1.3857967344,,,,,0.0007104827,,1.24035363934563E-06,,0.0015198606,
3.876,112.889397,1.786273,88.699081,-16.646299,72.052782,1.1258247188,-0.2600984219,1.3859231406,,,,,0.00070376,,1.24035363934613E-06,,0.0015198606,
3.877,112.89974,1.786826,88.707208,-16.654425,72.052783,1.1258247344,-0.2602253906,1.386050125,,,,,0.0006970396,,1.24038844307875E-06,,0.0015198745,
3.878,112.910129,1.787377,88.715371,-16.662589,72.052782,1.1258247188,-0.2603529531,1.3861776719,,,,,0.0006903201,,1.24035363934613E-06,,0.0015198606,
3.879,112.920565,1.787925,88.72357,-16.670788,72.052782,1.1258247188,-0.2604810625,1.3863057813,,,,,0.0006836047,,1.24035363934563E-06,,0.0015198606,
3.88,112.931046,1.78847,88.731805,-16.679023,72.052782,1.1258247188,-0.2606097344,1.3864344531,,,,,0.0006768928,,1.24035363934563E-06,,0.0015198606,
3.881,112.941572,1.789013,88.740076,-16.687294,72.052782,1.1258247188,-0.2607389688,1.3865636875,,,,,0.0006701848,,1.24035363934613E-06,,0.0015198606,
3.882,112.952144,1.789553,88.748382,-16.6956,72.052782,1.1258247188,-0.26086875,1.3866934688,,,,,0.0006634822,,1.24035363934613E-06,,0.0015198606,
3.883,112.962761,1.79009,88.756724,-16.703942,72.052782,1.1258247188,-0.2609990938,1.3868238125,,,,,0.0006567843,,1.24035363934613E-06,,0.0015198606,
3.884,112.973423,1.790624,88.765101,-16.712319,72.052782,1.1258247188,-0.2611299844,1.3869547031,,,,,0.0006500926,,1.24035363934613E-06,,0.0015198606,
3.885,112.984129,1.791155,88.773514,-16.720732,72.052782,1.1258247188,-0.2612614375,1.3870861563,,,,,0.0006434066,,1.24035363934613E-06,,0.0015198606,
3.886,112.99488,1.791683,88.781961,-16.729179,72.052782,1.1258247188,-0.2613934219,1.3872181406,,,,,0.0006367283,,1.24035363934563E-06,,0.0015198606,
3.887,113.005675,1.792208,88.790443,-16.737661,72.052782,1.1258247188,-0.2615259531,1.3873506719,,,,,0.0006300574,,1.24035363934563E-06,,0.0015198606,
3.888,113.016515,1.792731,88.798959,-16.746177,72.052782,1.1258247188,-0.2616590156,1.3874837344,,,,,0.0006233951,,1.24035363934563E-06,,0.0015198606,
3.889,113.027398,1.79325,88.80751,-16.754728,72.052782,1.1258247188,-0.261792625,1.3876173438,,,,,0.0006167411,,1.24035363934563E-06,,0.0015198606,
3.89,113.038324,1.793765,88.816096,-16.763314,72.052782,1.1258247188,-0.2619267813,1.3877515,,,,,0.0006100957,,1.24035363934613E-06,,0.0015198606,
3.891,113.049295,1.794278,88.824715,-16.771933,72.052782,1.1258247188,-0.2620614531,1.3878861719,,,,,0.0006034611,,1.24035363934563E-06,,0.0015198606,
3.892,113.060308,1.794787,88.833369,-16.780587,72.052782,1.1258247188,-0.2621966719,1.3880213906,,,,,0.0005968359,,1.24035363934613E-06,,0.0015198606,
3.893,113.071365,1.795293,88.842056,-16.789274,72.052782,1.1258247188,-0.2623324063,1.388157125,,,,,0.0005902223,,1.24035363934613E-06,,0.0015198606,
3.894,113.082464,1.795796,88.850777,-16.797995,72.052782,1.1258247188,-0.2624686719,1.3882933906,,,,,0.0005836199,,1.24035363934563E-06,,0.0015198606,
3.895,113.093607,1.796295,88.859532,-16.80675,72.052782,1.1258247188,-0.2626054688,1.3884301875,,,,,0.000577029,,1.24035363934613E-06,,0.0015198606,
3.896,113.104799,1.796556,88.868326,-16.810082,72.058244,1.1259100625,-0.2626575313,1.3885675938,,,,,0.0005745305,,1.43773385226938E-06,,0.0015957814,
3.897,113.11604,1.797049,88.877158,-16.818915,72.058243,1.1259100469,-0.2627955469,1.3887055938,,,,,0.0005679333,,1.43769638203184E-06,,0.0015957675,
3.898,113.127324,1.797538,88.886024,-16.827781,72.058243,1.1259100469,-0.2629340781,1.388844125,,,,,0.0005613497,,1.43769638203237E-06,,0.0015957675,
3.899,113.13865,1.798023,88.894923,-16.836679,72.058244,1.1259100625,-0.2630731094,1.3889831719,,,,,0.0005547809,,1.43773385226938E-06,,0.0015957814,
3.9,113.150018,1.798505,88.903855,-16.845611,72.058244,1.1259100625,-0.2632126719,1.3891227344,,,,,0.000548226,,1.43773385226885E-06,,0.0015957814,
3.901,113.161427,1.798983,88.912819,-16.854576,72.058243,1.1259100469,-0.26335275,1.3892627969,,,,,0.0005416859,,1.43769638203237E-06,,0.0015957675,
3.902,113.172878,1.799457,88.921817,-16.863574,72.058243,1.1259100469,-0.2634933438,1.3894033906,,,,,0.0005351613,,1.43769638203237E-06,,0.0015957675,
3.903,113.184371,1.799927,88.930847,-16.872604,72.058243,1.1259100469,-0.2636344375,1.3895444844,,,,,0.0005286532,,1.43769638203237E-06,,0.0015957675,
3.904,113.195905,1.800393,88.939909,-16.881666,72.058243,1.1259100469,-0.2637760313,1.3896860781,,,,,0.0005221621,,1.43769638203237E-06,,0.0015957675,
3.905,113.20748,1.800856,88.949004,-16.890761,72.058243,1.1259100469,-0.2639181406,1.3898281875,,,,,0.0005156876,,1.43769638203237E-06,,0.0015957675,
3.906,113.219096,1.801314,88.958131,-16.899888,72.058243,1.1259100469,-0.26406075,1.3899707969,,,,,0.000509231,,1.43769638203184E-06,,0.0015957675,
3.907,113.230754,1.801768,88.96729,-16.909047,72.058243,1.1259100469,-0.2642038594,1.3901139063,,,,,0.0005027926,,1.43769638203237E-06,,0.0015957675,
3.908,113.242451,1.802219,88.976482,-16.918238,72.058244,1.1259100625,-0.2643474688,1.3902575313,,,,,0.0004963729,,1.43773385226938E-06,,0.0015957814,
3.909,113.25419,1.802665,88.985705,-16.927461,72.058244,1.1259100625,-0.2644915781,1.3904016406,,,,,0.0004899724,,1.43773385226938E-06,,0.0015957814,
3.91,113.265969,1.803107,88.994959,-16.936716,72.058243,1.1259100469,-0.2646361875,1.3905462344,,,,,0.0004835913,,1.43769638203184E-06,,0.0015957675,
3.911,113.277788,1.803544,89.004246,-16.946003,72.058243,1.1259100469,-0.2647812969,1.3906913438,,,,,0.0004772303,,1.43769638203184E-06,,0.0015957675,
3.912,113.289647,1.803977,89.013564,-16.955321,72.058243,1.1259100469,-0.2649268906,1.3908369375,,,,,0.0004708903,,1.43769638203237E-06,,0.0015957675,
3.913,113.301546,1.804406,89.022913,-16.96467,72.058243,1.1259100469,-0.2650729688,1.3909830156,,,,,0.0004645718,,1.43769638203237E-06,,0.0015957675,
3.914,113.313485,1.804831,89.032294,-16.974051,72.058243,1.1259100469,-0.2652195469,1.3911295938,,,,,0.0004582747,,1.43769638203184E-06,,0.0015957675,
3.915,113.325464,1.805251,89.041706,-16.983463,72.058243,1.1259100469,-0.2653666094,1.3912766563,,,,,0.0004519998,,1.43769638203237E-06,,0.0015957675,
3.916,113.337482,1.805667,89.051149,-16.992906,72.058243,1.1259100469,-0.2655141563,1.3914242031,,,,,0.0004457478,,1.43769638203184E-06,,0.0015957675,
3.917,113.34954,1.806078,89.060623,-17.002379,72.058244,1.1259100625,-0.2656621719,1.3915722344,,,,,0.0004395197,,1.43773385226938E-06,,0.0015957814,
3.918,113.361636,1.806485,89.070127,-17.011884,72.058243,1.1259100469,-0.2658106875,1.3917207344,,,,,0.0004333146,,1.43769638203237E-06,,0.0015957675,
3.919,113.373772,1.806886,89.079662,-17.021419,72.058243,1.1259100469,-0.2659596719,1.3918697188,,,,,0.0004271342,,1.43769638203237E-06,,0.0015957675,
3.92,113.385947,1.807284,89.089228,-17.030985,72.058243,1.1259100469,-0.2661091406,1.3920191875,,,,,0.0004209783,,1.43769638203237E-06,,0.0015957675,
3.921,113.39816,1.807676,89.098824,-17.040581,72.058243,1.1259100469,-0.2662590781,1.392169125,,,,,0.0004148481,,1.43769638203184E-06,,0.0015957675,
3.922,113.410412,1.808064,89.108451,-17.050208,72.058243,1.1259100469,-0.2664095,1.3923195469,,,,,0.0004087432,,1.43769638203237E-06,,0.0015957675,
3.923,113.422702,1.808447,89.118107,-17.059864,72.058243,1.1259100469,-0.266560375,1.3924704219,,,,,0.0004026653,,1.43769638203184E-06,,0.0015957675,
3.924,113.43503,1.808825,89.127794,-17.069551,72.058243,1.1259100469,-0.2667117344,1.3926217813,,,,,0.0003966137,,1.43769638203184E-06,,0.0015957675,
3.925,113.447397,1.809198,89.13751,-17.079267,72.058243,1.1259100469,-0.2668635469,1.3927735938,,,,,0.00039059,,1.43769638203237E-06,,0.0015957675,
3.926,113.459801,1.809566,89.147257,-17.089013,72.058244,1.1259100625,-0.2670158281,1.3929258906,,,,,0.000384594,,1.43773385226938E-06,,0.0015957814,
3.927,113.472242,1.809929,89.157032,-17.098789,72.058243,1.1259100469,-0.2671685781,1.393078625,,,,,0.0003786262,,1.43769638203237E-06,,0.0015957675,
3.928,113.484721,1.810287,89.166837,-17.108594,72.058243,1.1259100469,-0.2673217813,1.3932318281,,,,,0.0003726875,,1.43769638203237E-06,,0.0015957675,
3.929,113.497237,1.810639,89.176671,-17.118428,72.058243,1.1259100469,-0.2674754375,1.3933854844,,,,,0.0003667784,,1.43769638203237E-06,,0.0015957675,
3.93,113.509791,1.810987,89.186535,-17.128291,72.058244,1.1259100625,-0.2676295469,1.3935396094,,,,,0.0003608993,,1.43773385226938E-06,,0.0015957814,
3.931,113.522381,1.811329,89.196427,-17.138184,72.058243,1.1259100469,-0.267784125,1.3936941719,,,,,0.0003550501,,1.43769638203237E-06,,0.0015957675,
3.932,113.535007,1.811666,89.206347,-17.148104,72.058243,1.1259100469,-0.267939125,1.3938491719,,,,,0.0003492328,,1.43769638203184E-06,,0.0015957675,
3.933,113.54767,1.811998,89.216297,-17.158054,72.058243,1.1259100469,-0.2680945938,1.3940046406,,,,,0.0003434463,,1.43769638203237E-06,,0.0015957675,
3.934,113.560368,1.812324,89.226274,-17.168031,72.058243,1.1259100469,-0.2682504844,1.3941605313,,,,,0.0003376926,,1.43769638203237E-06,,0.0015957675,
3.935,113.573103,1.812645,89.23628,-17.178037,72.058243,1.1259100469,-0.2684068281,1.394316875,,,,,0.0003319709,,1.43769638203184E-06,,0.0015957675,
3.936,113.585873,1.81296,89.246314,-17.188071,72.058243,1.1259100469,-0.2685636094,1.3944736563,,,,,0.0003262824,,1.43769638203237E-06,,0.0015957675,
3.937,113.598679,1.813269,89.256375,-17.198132,72.058243,1.1259100469,-0.2687208125,1.3946308594,,,,,0.0003206279,,1.43769638203237E-06,,0.0015957675,
3.938,113.611519,1.813573,89.266464,-17.208221,72.058243,1.1259100469,-0.2688784531,1.3947885,,,,,0.0003150073,,1.43769638203237E-06,,0.0015957675,
3.939,113.624402,1.813637,89.276587,-17.212878,72.063709,1.1259954531,-0.2689512188,1.3949466719,,,,,0.0003124296,,1.64980159113858E-06,,0.0016717438,
3.94,113.637328,1.813931,89.286743,-17.223034,72.063709,1.1259954531,-0.2691099063,1.3951053594,,,,,0.000306845,,1.64980159113858E-06,,0.0016717438,
3.941,113.650288,1.814218,89.296926,-17.233217,72.063709,1.1259954531,-0.2692690156,1.3952644688,,,,,0.0003012961,,1.64980159113858E-06,,0.0016717438,
3.942,113.663281,1.814499,89.307135,-17.243426,72.063709,1.1259954531,-0.2694285313,1.3954239844,,,,,0.0002957838,,1.64980159113858E-06,,0.0016717438,
3.943,113.676309,1.814775,89.31737,-17.253662,72.063708,1.1259954375,-0.2695884688,1.3955839063,,,,,0.0002903081,,1.64976145244397E-06,,0.0016717299,
3.944,113.689369,1.815044,89.327632,-17.263923,72.063709,1.1259954531,-0.2697487969,1.39574425,,,,,0.0002848703,,1.64980159113801E-06,,0.0016717438,
3.945,113.702462,1.815307,89.33792,-17.274211,72.063709,1.1259954531,-0.2699095469,1.395905,,,,,0.0002794698,,1.64980159113801E-06,,0.0016717438,
3.946,113.715587,1.815565,89.348233,-17.284524,72.063709,1.1259954531,-0.2700706875,1.3960661406,,,,,0.0002741081,,1.64980159113801E-06,,0.0016717438,
3.947,113.728745,1.815816,89.358571,-17.294862,72.063709,1.1259954531,-0.2702322188,1.3962276719,,,,,0.0002687855,,1.64980159113858E-06,,0.0016717438,
3.948,113.74194,1.816295,89.368939,-17.310696,72.058243,1.1259100469,-0.270479625,1.3963896719,,,,,0.0002607344,,1.43769638203237E-06,,0.0015957675,
3.949,113.755173,1.816534,89.379336,-17.321093,72.058243,1.1259100469,-0.2706420781,1.396552125,,,,,0.0002555144,,1.43769638203184E-06,,0.0015957675,
3.95,113.768437,1.816766,89.389757,-17.331515,72.058242,1.1259100313,-0.2708049219,1.3967149531,,,,,0.0002503349,,1.43765891228363E-06,,0.0015957536,
3.951,113.781731,1.816992,89.400203,-17.34196,72.058243,1.1259100469,-0.270968125,1.3968781719,,,,,0.0002451972,,1.43769638203237E-06,,0.0015957675,
3.952,113.795055,1.817211,89.410672,-17.35243,72.058242,1.1259100313,-0.2711317188,1.39704175,,,,,0.0002401006,,1.43765891228363E-06,,0.0015957536,
3.953,113.808409,1.817424,89.421164,-17.362922,72.058242,1.1259100313,-0.2712956563,1.3972056875,,,,,0.000235047,,1.43765891228363E-06,,0.0015957536,
3.954,113.821793,1.81763,89.43168,-17.373438,72.058242,1.1259100313,-0.2714599688,1.39737,,,,,0.0002300357,,1.43765891228363E-06,,0.0015957536,
3.955,113.835204,1.817829,89.442218,-17.383976,72.058242,1.1259100313,-0.271624625,1.3975346563,,,,,0.0002250682,,1.4376589122831E-06,,0.0015957536,
3.956,113.848649,1.818255,89.452781,-17.400004,72.052777,1.1258246406,-0.2718750625,1.3976997031,,,,,0.0002176166,,1.24017962800428E-06,,0.0015197911,
3.957,113.862126,1.818441,89.46337,-17.410593,72.052777,1.1258246406,-0.2720405156,1.3978651563,,,,,0.0002127625,,1.24017962800378E-06,,0.0015197911,
3.958,113.87563,1.81862,89.473981,-17.421204,72.052777,1.1258246406,-0.2722063125,1.3980309531,,,,,0.0002079533,,1.24017962800378E-06,,0.0015197911,
3.959,113.889161,1.818791,89.484612,-17.431835,72.052777,1.1258246406,-0.2723724219,1.3981970625,,,,,0.0002031901,,1.24017962800378E-06,,0.0015197911,
3.96,113.902718,1.818955,89.495264,-17.442487,72.052777,1.1258246406,-0.2725388594,1.3983635,,,,,0.0001984728,,1.24017962800428E-06,,0.0015197911,
3.961,113.9163,1.819112,89.505936,-17.453159,72.052777,1.1258246406,-0.2727056094,1.39853025,,,,,0.0001938023,,1.24017962800428E-06,,0.0015197911,
3.962,113.929907,1.819262,89.516627,-17.463851,72.052776,1.125824625,-0.2728726719,1.3986972969,,,,,0.0001891787,,1.24014482720035E-06,,0.0015197772,
3.963,113.943541,1.819639,89.52734,-17.480031,72.047309,1.1257392031,-0.2731254844,1.3988646875,,,,,0.0001822882,,1.05718706582588E-06,,0.001443787,
3.964,113.957202,1.819773,89.538073,-17.490765,72.047308,1.1257391875,-0.2732932031,1.3990323906,,,,,0.0001777874,,1.05715493494432E-06,,0.0014437731,
3.965,113.970885,1.819901,89.548824,-17.501516,72.047308,1.1257391875,-0.2734611875,1.399200375,,,,,0.0001733359,,1.05715493494432E-06,,0.0014437731,
3.966,113.984591,1.82002,89.559593,-17.512285,72.047308,1.1257391875,-0.2736294531,1.3993686406,,,,,0.0001689336,,1.05715493494478E-06,,0.0014437731,
3.967,113.998319,1.820131,89.570379,-17.523071,72.047308,1.1257391875,-0.2737979844,1.3995371719,,,,,0.000164581,,1.05715493494432E-06,,0.0014437731,
3.968,114.012067,1.820235,89.581182,-17.533873,72.047309,1.1257392031,-0.2739667656,1.3997059688,,,,,0.0001602789,,1.05718706582588E-06,,0.001443787,
3.969,114.025836,1.82033,89.592,-17.544692,72.047308,1.1257391875,-0.2741358125,1.399875,,,,,0.0001560272,,1.05715493494432E-06,,0.0014437731,
3.97,114.039624,1.820418,89.602833,-17.555525,72.047308,1.1257391875,-0.2743050781,1.4000442656,,,,,0.0001518272,,1.05715493494432E-06,,0.0014437731,
3.971,114.053431,1.820497,89.613682,-17.566374,72.047308,1.1257391875,-0.2744745938,1.4002137813,,,,,0.0001476785,,1.05715493494432E-06,,0.0014437731,
3.972,114.067256,1.820568,89.624544,-17.577236,72.047308,1.1257391875,-0.2746443125,1.4003835,,,,,0.0001435823,,1.05715493494432E-06,,0.0014437731,
3.973,114.081098,1.82063,89.63542,-17.588112,72.047308,1.1257391875,-0.27481425,1.4005534375,,,,,0.0001395386,,1.05715493494432E-06,,0.0014437731,
3.974,114.094961,1.820918,89.646313,-17.604471,72.041842,1.1256537813,-0.2750698594,1.4007236406,,,,,0.0001335651,,8.88823097908417E-07,,0.0013677967,
3.975,114.108845,1.820964,89.657221,-17.61538,72.041841,1.1256537656,-0.2752403125,1.4008940781,,,,,0.0001296543,,8.88793636460444E-07,,0.0013677828,
3.976,114.122743,1.821,89.668142,-17.6263,72.041842,1.1256537813,-0.2754109375,1.4010647188,,,,,0.0001257978,,8.88823097908417E-07,,0.0013677967,
3.977,114.136655,1.821028,89.679072,-17.637231,72.041841,1.1256537656,-0.2755817344,1.4012355,,,,,0.0001219956,,8.88793636460444E-07,,0.0013677828,
3.978,114.15058,1.821047,89.690013,-17.648172,72.041841,1.1256537656,-0.2757526875,1.4014064531,,,,,0.0001182484,,8.88793636460026E-07,,0.0013677828,
3.979,114.164516,1.821056,89.700963,-17.659122,72.041841,1.1256537656,-0.2759237813,1.4015775469,,,,,0.0001145567,,8.88793636460444E-07,,0.0013677828,
3.98,114.178462,1.821057,89.711921,-17.67008,72.041841,1.1256537656,-0.276095,1.4017487656,,,,,0.0001109209,,8.88793636460444E-07,,0.0013677828,
3.981,114.192418,1.821047,89.722886,-17.681045,72.041841,1.1256537656,-0.2762663281,1.4019200938,,,,,0.0001073414,,8.88793636460444E-07,,0.0013677828,
3.982,114.206383,1.821029,89.733859,-17.692018,72.041841,1.1256537656,-0.2764377813,1.4020915469,,,,,0.0001038181,,8.88793636460026E-07,,0.0013677828,
3.983,114.220369,1.821235,89.744848,-17.708467,72.036381,1.1255684531,-0.2766947969,1.40226325,,,,,9.86466208387061E-05,,7.35213685788562E-07,,0.0012918899,
3.984,114.234376,1.821198,89.755853,-17.719473,72.03638,1.1255684375,-0.2768667656,1.4024352031,,,,,9.52601722653649E-05,,7.35186890844489E-07,,0.001291876,
3.985,114.248388,1.821151,89.766863,-17.730482,72.036381,1.1255684531,-0.2770387813,1.4026072344,,,,,0.000091932,,7.35213685788562E-07,,0.0012918899,
3.986,114.262407,1.821329,89.777878,-17.746962,72.030916,1.1254830625,-0.2772962813,1.4027793438,,,,,8.70603977386413E-05,,5.96069540669373E-07,,0.0012159274,
3.987,114.276431,1.821262,89.788897,-17.757981,72.030916,1.1254830625,-0.2774684531,1.4029515156,,,,,8.38771015382805E-05,,5.96069540669373E-07,,0.0012159274,
3.988,114.290457,1.821185,89.799917,-17.769002,72.030915,1.1254830469,-0.2776406563,1.4031237031,,,,,8.07525300059536E-05,,0.000000596,,0.0012159135,
3.989,114.304489,1.821332,89.810942,-17.785491,72.025451,1.1253976719,-0.2778982969,1.4032959688,,,,,7.61884671250306E-05,,4.7150851322597E-07,,0.001139965,
3.99,114.318526,1.821234,89.821971,-17.79652,72.025451,1.1253976719,-0.278070625,1.4034682969,,,,,7.32097973830019E-05,,4.7150851322597E-07,,0.001139965,
3.991,114.33256,1.821125,89.832998,-17.807547,72.025451,1.1253976719,-0.2782429219,1.4036405938,,,,,0.000070291,,4.7150851322597E-07,,0.001139965,
3.992,114.346591,1.821005,89.844022,-17.818571,72.025451,1.1253976719,-0.2784151719,1.4038128438,,,,,6.74324360979373E-05,,4.7150851322597E-07,,0.001139965,
3.993,114.360616,1.820874,89.855042,-17.829591,72.025451,1.1253976719,-0.2785873594,1.4039850313,,,,,6.46341716554211E-05,,4.7150851322597E-07,,0.001139965,
